GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,VD60,VD61,VD62,VD63,VD64,VD65,VD66,VD67,VD68,VD69,VD70,VD71,VD72,VD73
Id,Id2,Geography,Total:,Hispanic or Latino,Not Hispanic or Latino:,Not Hispanic or Latino: - Population of one race:,Not Hispanic or Latino: - Population of one race: - White alone,Not Hispanic or Latino: - Population of one race: - Black or African American alone,Not Hispanic or Latino: - Population of one race: - American Indian and Alaska Native alone,Not Hispanic or Latino: - Population of one race: - Asian alone,Not Hispanic or Latino: - Population of one race: - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino: - Population of one race: - Some other race alone,Not Hispanic or Latino: - Population of two or more races:,Not Hispanic or Latino: - Population of two or more races: - Population of two races:,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - White; Black or African American,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - White; American Indian and Alaska Native,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - White; Asian,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - White; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - White; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - Black or African American; American Indian and Alaska Native,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - Black or African American; Asian,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - Black or African American; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - Black or African American; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - American Indian and Alaska Native; Asian,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - American Indian and Alaska Native; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of two races: - Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races:,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; Black or African American; American Indian and Alaska Native,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; Black or African American; Asian,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; Black or African American; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; Black or African American; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; American Indian and Alaska Native; Asian,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; American Indian and Alaska Native; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - White; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - Black or African American; American Indian and Alaska Native; Asian,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - Black or African American; American Indian and Alaska Native; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - Black or African American; Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - Black or African American; Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - American Indian and Alaska Native; Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of three races: - Asian; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races:,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; Black or African American; American Indian and Alaska Native; Asian,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; Black or African American; American Indian and Alaska Native; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; Black or African American; Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; American Indian and Alaska Native; Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - White; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - Black or African American; American Indian and Alaska Native; Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of four races: - American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of five races:,Not Hispanic or Latino: - Population of two or more races: - Population of five races: - White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Not Hispanic or Latino: - Population of two or more races: - Population of five races: - White; Black or African American; American Indian and Alaska Native; Asian; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of five races: - White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of five races: - White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of five races: - White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of five races: - Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Not Hispanic or Latino: - Population of two or more races: - Population of six races:,Not Hispanic or Latino: - Population of two or more races: - Population of six races: - White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race
0500000US53001,53001,"Adams County, Washington",16428,7732,8696,8517,8366,20,45,75,2,9,179,174,13,62,22,5,58,0,2,0,0,0,0,0,2,10,0,5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53003,53003,"Asotin County, Washington",20551,401,20150,19830,19426,34,245,103,5,17,320,292,22,196,26,7,34,4,0,0,0,0,0,2,0,1,0,26,13,4,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53005,53005,"Benton County, Washington",142475,17806,124669,122071,116457,1227,964,3104,126,193,2598,2453,387,811,545,61,494,18,14,5,8,16,7,15,25,44,3,131,42,5,2,7,13,5,12,31,5,1,0,0,1,0,1,0,6,0,0,0,7,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,1,1
0500000US53007,53007,"Chelan County, Washington",66616,12831,53785,52853,51590,111,552,441,66,93,932,885,51,412,187,27,165,8,1,0,9,2,2,4,5,11,1,41,6,2,0,2,3,3,13,9,0,0,3,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0500000US53009,53009,"Clallam County, Washington",64525,2203,62322,60951,56413,517,3121,728,99,73,1371,1288,99,718,219,47,103,20,5,0,6,29,6,10,16,8,2,78,13,6,0,4,13,4,6,21,2,1,2,0,1,0,1,0,4,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53011,53011,"Clark County, Washington",345238,16248,328990,320030,299134,5628,2575,10993,1225,475,8960,8350,1305,2587,2047,437,1193,106,67,20,50,45,12,26,247,177,31,580,132,36,6,34,73,14,24,195,28,8,9,2,0,3,3,0,5,1,1,6,26,8,6,3,3,0,0,4,0,0,1,0,0,0,0,1,4,4,0,0,0,0,0,0,0
0500000US53013,53013,"Columbia County, Washington",4064,258,3806,3746,3685,9,34,16,2,0,60,59,0,36,12,3,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53015,53015,"Cowlitz County, Washington",92948,4231,88717,86668,83571,448,1280,1195,112,62,2049,1952,175,1173,293,68,130,19,4,2,10,18,8,3,25,18,6,94,35,4,0,2,20,2,10,14,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53017,53017,"Douglas County, Washington",32603,6433,26170,25732,25179,62,275,168,20,28,438,417,41,210,68,10,71,1,1,0,0,2,0,2,1,10,0,17,2,3,0,2,3,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
0500000US53019,53019,"Ferry County, Washington",7260,205,7055,6839,5439,15,1289,18,4,74,216,202,4,145,13,8,18,1,0,0,0,4,3,4,0,0,2,14,5,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53021,53021,"Franklin County, Washington",49347,23032,26315,25663,23470,1120,235,767,32,39,652,612,77,177,98,16,148,13,3,1,16,2,2,1,4,51,3,39,5,0,0,10,4,0,6,9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53023,53023,"Garfield County, Washington",2397,47,2350,2330,2304,0,9,15,1,1,20,20,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53025,53025,"Grant County, Washington",74698,22476,52222,50992,48883,653,716,632,28,80,1230,1159,117,387,188,24,350,6,16,0,13,6,4,10,15,23,0,67,6,10,0,2,3,3,23,12,4,1,1,0,0,0,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53027,53027,"Grays Harbor County, Washington",67194,3258,63936,62205,58112,205,2975,790,67,56,1731,1631,134,970,229,57,127,15,7,0,4,16,12,19,18,23,0,85,29,3,0,3,14,5,15,8,2,2,0,0,0,0,0,0,3,1,0,0,7,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
0500000US53029,53029,"Island County, Washington",71558,2843,68715,66593,60929,1634,639,2941,291,159,2122,1977,215,557,737,118,84,34,69,8,15,22,3,6,65,37,7,133,38,8,0,3,18,15,7,29,4,0,1,0,0,3,1,0,3,0,0,3,9,2,2,1,1,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
0500000US53031,53031,"Jefferson County, Washington",25953,535,25418,24709,23628,103,574,300,34,70,709,667,39,329,97,24,156,4,0,0,0,4,2,1,7,4,0,41,10,3,0,2,6,0,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0500000US53033,53033,"King County, Washington",1737034,95242,1641792,1581132,1275127,91798,14278,186615,8737,4577,60660,55467,8517,9658,17276,1577,6086,1432,1525,206,2719,866,109,150,2405,2717,224,4619,1451,419,70,296,514,67,110,928,325,29,130,13,53,54,55,8,35,13,1,48,454,237,25,42,26,3,0,61,16,0,28,8,0,0,7,1,119,104,5,0,8,2,0,1,1
0500000US53035,53035,"Kitsap County, Washington",231969,9609,222360,213088,190751,6495,3462,10034,1699,647,9272,8479,1078,2441,2710,456,681,151,190,52,43,137,27,52,324,119,18,740,145,48,12,55,160,21,25,204,29,8,8,1,0,6,2,2,9,3,0,2,41,25,3,1,1,0,0,9,0,0,0,0,2,0,0,0,10,10,0,0,0,0,0,2,2
0500000US53037,53037,"Kittitas County, Washington",33362,1668,31694,31151,29825,227,287,714,44,54,543,518,70,215,130,17,40,8,6,2,2,12,0,4,7,5,0,24,6,2,0,4,3,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0500000US53039,53039,"Klickitat County, Washington",19161,1496,17665,17218,16329,26,639,136,40,48,447,421,19,252,51,18,56,2,1,0,0,5,6,7,3,1,0,23,4,7,0,0,3,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53041,53041,"Lewis County, Washington",68600,3684,64916,63862,62174,239,795,466,115,73,1054,1001,110,559,127,57,90,4,3,0,3,4,6,16,13,7,2,49,6,1,1,4,4,2,10,8,2,8,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53043,53043,"Lincoln County, Washington",10184,191,9993,9845,9632,22,152,24,7,8,148,134,19,86,14,2,3,6,0,0,0,1,0,0,0,3,0,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53045,53045,"Mason County, Washington",49405,2361,47044,45747,42636,562,1722,512,208,107,1297,1214,79,677,184,71,113,19,2,2,5,8,5,15,21,12,1,78,20,0,0,2,9,2,11,18,6,2,2,1,0,0,0,0,0,0,5,0,5,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53047,53047,"Okanogan County, Washington",39564,5688,33876,33052,28362,79,4355,172,21,63,824,793,34,521,97,8,75,13,3,2,0,5,6,19,7,2,1,28,12,1,0,0,1,2,5,2,0,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0500000US53049,53049,"Pacific County, Washington",20984,1052,19932,19429,18462,36,467,435,16,13,503,482,23,330,59,5,33,9,0,0,0,4,0,2,14,3,0,17,4,0,2,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53051,53051,"Pend Oreille County, Washington",11732,241,11491,11272,10821,17,324,72,23,15,219,200,12,104,27,6,37,7,0,0,1,1,0,1,4,0,0,19,6,0,0,2,0,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53053,53053,"Pierce County, Washington",700820,38621,662199,631816,532934,47399,9018,35091,5708,1666,30383,27567,5910,6164,7490,1143,2249,867,1138,205,288,262,43,93,927,752,36,2546,664,334,53,162,259,48,103,549,131,21,57,7,21,53,17,11,17,9,4,26,228,85,19,14,20,6,0,47,6,2,21,1,3,0,4,0,40,29,3,0,0,6,2,2,2
0500000US53055,53055,"San Juan County, Washington",14077,338,13739,13484,13187,34,109,125,11,18,255,242,16,102,53,13,47,1,0,0,0,2,0,1,2,5,0,13,6,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53057,53057,"Skagit County, Washington",102979,11536,91443,89518,85496,422,1783,1513,146,158,1925,1820,188,705,386,57,332,25,11,0,8,29,4,25,18,30,2,100,21,3,0,3,17,5,10,26,10,2,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53059,53059,"Skamania County, Washington",9872,398,9474,9284,8922,30,205,53,5,69,190,181,7,105,30,11,23,4,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0500000US53061,53061,"Snohomish County, Washington",606024,28590,577434,560097,505198,9803,7666,34748,1613,1069,17337,16124,2211,4411,4791,675,1993,209,231,47,143,153,52,46,564,559,39,1109,257,72,19,64,162,38,53,309,64,13,14,5,8,6,6,0,7,4,0,8,82,27,1,3,9,3,1,20,5,0,13,0,0,0,0,0,20,16,1,0,1,1,1,2,2
0500000US53063,53063,"Spokane County, Washington",417939,11561,406378,396328,375427,6437,5478,7758,630,598,10050,9325,1694,3286,2088,289,1232,178,103,15,56,70,8,17,190,92,7,682,228,56,4,72,66,12,24,137,42,3,8,2,11,4,4,2,2,5,0,0,30,10,3,3,3,2,0,6,0,0,2,0,0,0,0,1,12,8,4,0,0,0,0,1,1
0500000US53065,53065,"Stevens County, Washington",40066,739,39327,38323,35718,107,2163,193,56,86,1004,945,63,598,132,18,93,11,0,0,4,12,1,2,10,1,0,51,8,2,0,3,12,0,6,13,4,0,0,2,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0500000US53067,53067,"Thurston County, Washington",207355,9392,197963,191200,172963,4714,2883,9034,1030,576,6763,6264,979,1974,1795,244,484,72,145,10,35,45,49,34,232,164,2,467,90,53,1,37,66,8,36,113,29,5,4,1,3,3,5,0,9,1,0,3,29,12,0,0,4,1,0,6,0,1,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0
0500000US53069,53069,"Wahkiakum County, Washington",3824,98,3726,3636,3546,9,60,18,3,0,90,88,3,70,12,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53071,53071,"Walla Walla County, Washington",55180,8654,46526,45589,43502,869,399,600,115,104,937,852,105,334,180,20,141,10,2,1,6,4,0,15,16,17,1,77,22,6,1,5,11,0,7,18,2,0,0,1,1,1,0,0,1,1,0,0,7,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0500000US53073,53073,"Whatcom County, Washington",166814,8687,158127,154473,143842,1065,4396,4598,223,349,3654,3392,403,1170,932,112,389,51,48,5,20,75,8,27,67,82,3,236,69,14,1,12,44,16,14,35,18,0,2,1,1,2,2,0,4,0,0,1,21,10,1,1,3,0,0,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
0500000US53075,53075,"Whitman County, Washington",40740,1219,39521,38610,35317,613,280,2247,106,47,911,834,72,207,309,39,94,9,17,3,10,2,8,4,28,31,1,74,27,6,1,11,6,3,3,13,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US53077,53077,"Yakima County, Washington",222581,79905,142676,138803,125733,1842,8947,1957,109,215,3873,3641,360,1540,488,72,687,91,19,4,36,73,32,125,26,86,2,212,54,7,1,15,41,2,31,26,10,1,8,0,3,0,0,0,8,4,0,1,17,5,1,4,1,0,0,5,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0
